mask_area,fill_ratio,n_components,largest_component_area,largest_component_ratio,mean_component_area,std_component_area,median_component_area,skeleton_length,n_endpoints,n_junctions,endpoint_density,junction_density,branch_density,n_segments,mean_segment_length,median_segment_length,max_segment_length,std_segment_length,mean_tortuosity,median_tortuosity,max_tortuosity,orientation_mean_deg,orientation_std_deg,mean_thickness,median_thickness,max_thickness,std_thickness,time_label,time_h,group,image_name,thickness_norm,segment_length_norm,thickness_inverted,proinflammatory_score_0_1,proinflammatory_score
621680,0.19840175653594772,158,382013.0,0.6144849440226483,3934.6835443037976,30518.369718367074,458.0,45312,1028,3997,0.00032807393790849676,0.001275594873366013,0.01446078431372549,2250,18.22,14.0,162.0,16.72363729708476,0.9900440473707552,0.9652635280823056,2.0,84.71741219693347,54.24621514611593,14.178649426962469,12.0,75.31268153505093,8.806575171228934,48HS,48,N3,Image26.tif,0.3265564437074638,0.2,0.6734435562925363,0.4367217781462681,43.672177814626814
632251,0.20177536509395425,168,366265.0,0.5793031564995548,3763.3988095238096,28342.40965936532,443.0,44521,1016,3978,0.0003242442810457516,0.00126953125,0.01420834609885621,2230,18.02780269058296,13.0,239.0,16.355033457228938,0.9867656902830525,1.0093335356572066,1.2633678268406052,91.16011347588616,45.13871402338417,15.291532797306912,12.165525060596439,102.17631819555841,10.921647629476047,48HS,48,N3,Image29.tif,0.35358308127388155,0.0,0.6464169187261184,0.3232084593630592,32.32084593630592
621969,0.19849398743872548,152,379131.0,0.6095657500614983,4091.9013157894738,31000.412829755365,495.5,41896,885,3042,0.000282437193627451,0.0009708180147058824,0.013370608660130718,1774,21.777339346110484,16.0,224.0,21.13910881918894,0.9710453766863081,0.97023095953993,1.25,84.33485573484332,53.95664619637385,15.465136603792415,12.649110640673518,77.20103626247513,10.316269007367904,48HS,48,N3,Image33.tif,0.43254207490297253,0.6,0.5674579250970275,0.5837289625485138,58.37289625485138
642663,0.20509823069852942,112,534183.0,0.8312023564449798,5738.0625,50179.41942211704,431.0,42842,904,3548,0.00028850081699346406,0.0011323018790849674,0.01367251327614379,2022,19.299208704253214,15.0,153.0,16.760487345843835,1.0109263531729582,1.0041275388787252,1.5704273425461492,96.34607483331925,52.48415870977987,16.721652254692124,13.416407864998739,82.68010643437755,11.549512873065037,48HS,48,N3,Image36.tif,0.5578250013240986,0.4,0.4421749986759014,0.4210874993379507,42.10874993379507
619689,0.1977663526348039,189,292055.0,0.4712928581917704,3278.777777777778,21771.875930854032,451.0,44282,946,3335,0.0003019046160130719,0.0010643254697712417,0.014132072099673203,1916,21.23329853862213,15.0,250.0,21.329636672993228,1.0152033000236471,1.0106788575898233,2.0404328797178466,88.2667367400649,53.76423664638332,14.29019619559929,12.0,76.94153624668537,9.097614029246344,48HS,48,N4,Image125.tif,0.3265564437074638,0.4,0.6734435562925363,0.5367217781462681,53.67217781462681
626826,0.20004404105392157,137,173684.0,0.2770848688471761,4575.3722627737225,20496.805639322556,427.0,43827,964,3513,0.00030764910130718953,0.0011211320465686274,0.013986864276960784,2011,19.91745400298359,15.0,227.0,18.207521046469523,1.000111858019397,0.9889960604305609,1.2803687993289599,87.92923932307369,48.96935082172452,15.089078977345167,12.165525060596439,78.81624198095213,10.07581557270092,48HS,48,N4,Image128.tif,0.35358308127388155,0.4,0.6464169187261184,0.5232084593630593,52.32084593630593
606779,0.19364628012663399,157,213102.0,0.3512020027060923,3864.834394904459,20515.462762383417,546.0,44542,971,3542,0.0003098830678104575,0.0011303870506535949,0.014215047998366013,2067,19.682148040638605,14.0,141.0,17.751907592020526,0.9568999578240976,0.9280139893411152,1.2480754415067656,96.80632254823378,48.82854908657727,13.705253976405558,11.661903789690601,70.45565981523414,8.333829200622704,48HS,48,N4,Image131.tif,0.27135269567265985,0.2,0.7286473043273402,0.4643236521636701,46.43236521636701
618456,0.19737285539215688,168,274673.0,0.4441269872068506,3681.285714285714,23721.382107394882,509.0,44651,997,3488,0.00031818065767973857,0.0011131535947712418,0.014249834048202615,2035,20.079606879606878,14.0,150.0,19.167503002327347,1.0072478343767497,0.9982728791224398,1.6775897764778716,86.89877253355733,48.81790392930184,14.305581076759676,12.0,75.07329751649384,9.52215288144267,48HS,48,N4,Image134.tif,0.3265564437074638,0.2,0.6734435562925363,0.4367217781462681,43.672177814626814
613325,0.19573535794526145,176,360156.0,0.5872188480821751,3484.8011363636365,27372.043780607593,448.5,48660,1026,3466,0.00032743566176470586,0.0011061325571895425,0.015529258578431373,2036,22.08104125736739,16.0,273.0,22.338391765220052,1.0135097488632796,0.9879973829081764,2.0,88.73330654235342,52.03227725582142,12.711744348216198,10.0,81.60882305241266,8.781905949581981,72HS,72,N1,Image38.tif,0.0,0.6,1.0,0.8,80.0
606787,0.19364883323120916,208,318457.0,0.524825020971115,2917.2451923076924,22201.33539496416,448.5,49087,1086,3670,0.0003465839460784314,0.0011712367238562091,0.015665530535130718,2102,21.44719314938154,16.0,185.0,20.217344703259606,0.9715283686728199,0.9790829848750413,1.1389262596459142,77.38927901032531,50.64401156494974,12.414435854986223,10.0,77.25283166331187,8.495765528697085,72HS,72,N1,Image41.tif,0.0,0.6,1.0,0.8,80.0
606170,0.19345192504084968,159,286528.0,0.4726858801986242,3812.3899371069183,23635.88299450033,402.0,49468,1066,3880,0.00034020118464052286,0.0012382557189542483,0.015787122140522875,2236,20.24955277280859,15.0,180.0,19.482742576375237,0.9873539935506113,0.9817719423516801,2.0,88.99719842701273,53.57728115042626,12.309928994637565,10.198039027185569,62.0966987850401,7.65531439538933,72HS,72,N1,Image44.tif,0.032335460216502576,0.4,0.9676645397834974,0.6838322698917487,68.38322698917487
622278,0.19859260110294116,133,506142.0,0.8133695872262879,4678.7819548872185,43684.082100032516,367.0,48711,886,3330,0.00028275633169934643,0.0010627297794117646,0.015545534620098039,1957,23.05518650996423,16.0,232.0,23.315174527291887,0.9657464737908178,0.9696930071396392,1.2849882860305606,87.65769792010349,47.30695138874162,13.101537501077217,10.198039027185569,66.0,8.504347733807633,72HS,72,N1,Image47.tif,0.032335460216502576,0.6,0.9676645397834974,0.7838322698917487,78.38322698917487
616953,0.19689319087009804,198,253067.0,0.4101884584401081,3115.9242424242425,19445.162108960565,422.0,50222,1082,3530,0.0003453073937908497,0.0011265573937908496,0.016027752246732026,2093,22.16674629718108,16.0,200.0,21.451673545855506,0.9900141469310657,0.9844427442865956,1.4288461274353408,90.26660464790673,52.19474020944725,12.371798146884467,10.0,85.88364221433555,9.08345952990638,72HS,72,N2,Image134.tif,0.0,0.6,1.0,0.8,80.0
